ID	Value
hhd120	लेकिन\CC_CCD क्या\RP_RPQ आप\PR_PRP जानते\V_VM हैं\V_VAUX कि\CC_CCS बादाम\N_NN ,\RD_PUNC काजू\N_NN ,\RD_PUN अखरोट\N_NN ,\RD_PUNC किशमिश\N_NN आदि\N_NN यह\DM_DMD सारे\QT_QTF मेवे\N_NN पौष्टिक\N_NN होने\V_VM के\PSP अलावा\CC_CCD आँखों\N_NN के\PSP लिए\PSP भी\RP_RPD बहुत\QT_QTF फायदेमंद\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd121	इनमें\PR_PRP विटामिन\N_NN ई\N_NNP प्रचुर\QT_QTF मात्रा\N_NN में\PSP पाया\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC जो\PR_PRL न\RP_NEG केवल\QT_QTF मोतियाबिंद\N_NNP ,\RD_PUNC कई\QT_QTF प्रकार\N_NN के\PSP अंधेपन\N_NN और\CC_CCS अन्य\JJ नेत्र\N_NN रोगों\N_NN से\PSP बचाने\V_VM के\PSP अलावा\CC_CCD पराबैंगनी\N_NNP किरणों\N_NN से\PSP पहुँच\V_VM रहे\V_VAUX नुकसान\N_NN से\PSP भी\RP_RPD आँखों\N_NN की\PSP रक्षा\N_NN करता\V_VM है\V_VAUX ।\RD_PUNC
hhd122	रोज\N_NST नाश्ते\N_NN या\CC_CCD खाने\V_VM के\PSP समय\N_NN मीठे\N_NN में\PSP मेवे\N_NN की\PSP कतरन\N_NN बुरक\V_VM के\PSP खाना\N_NN शुरू\N_NN कर\V_VM दें\V_VAUX ।\RD_PUNC
hhd123	बात\N_NN वजन\N_NN घटाने\V_VM की\PSP हो\V_VM या\CC_CCD त्वचा\N_NN की\PSP देखभाल\N_NN की\PSP ,\RD_PUNC खाने\N_NN में\PSP ताजे\JJ फल\N_NN खाने\V_VM की\PSP सलाह\N_NN सभी\QT_QTF मामलों\N_NN में\PSP दी\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd124	तो\RP_RPD भला\JJ ,\RD_PUNC आँखों\N_NN के\PSP लिए\PSP क्यों\RP_RPQ इन्हें\PR_PRP छोड़ा\V_VM जाए\V_VAUX ।\RD_PUNC
hhd125	विटामिन-सी\N_NNP से\PSP भरपूर\JJ आहार\N_NN लेने\V_VM से\PSP ग्लूकोमा\N_NNP ,\RD_PUNC मोतियाबिंद\N_NNP और\CC_CCD अंधेपन\N_NN का\PSP खतरा\N_NN काफी\QT_QTF हद\N_NN तक\PSP कम\QT_QTF किया\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd126	आँखों\N_NN को\PSP स्वस्थ\N_NN बनाए\V_VM रखने\V_VAUX के\PSP लिए\PSP आहार\N_NN में\PSP फल\N_NN सब्जियाँ\N_NN शामिल\N_NN करना\V_VM काफी\RB है\V_VAUX ।\RD_PUNC
hhd127	इन्ही\PR_PRP चीजों\N_NN को\PSP अपने\PR_PRF आहार\N_NN में\PSP शामिल\JJ कर\V_VM आप\PR_PRP आँखों\N_NN को\PSP कमजोर\JJ होने\V_VM से\PSP बचा\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd128	इसके\PR_PRP अलावा\CC_CCD दूध\N_NN पीना\V_VM ,\RD_PUNC गाजर\N_NN खाना\V_VM भी\RP_RPD फायदेमंद\JJ साबित\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd129	विटामिन-ए\N_NN से\PSP भरपूर\JJ आहार\N_NN लेना\V_VM भी\RP_RPD आँखों\N_NN को\PSP स्वस्थ\JJ बनाए\V_VM रखने\V_VAUX में\PSP मददगार\N_NN साबित\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd130	खान-पान\RD_ECH में\PSP बरती\V_VM गई\V_VAUX थोड़ी\QT_QTF सी\RP_RPD सावधानी\N_NN भी\RP_RPD आपकी\PR_PRP आँखों\N_NN में\PSP नई\JJ जान\N_NN डाल\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd131	योग\N_NN से\PSP काबू\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX लकवा\N_NN ।\RD_PUNC
hhd132	पक्षाघात\N_NN -\RD_PUNC आमतौर\JJ पर\PSP शरीर\N_NN के\PSP दाएँ\N_NN या\CC_CCD बाएँ\N_NN भाग\N_NN की\PSP मांसपेशियों\N_NN व\CC_CCD नसों\N_NN की\PSP क्रियाशीलता\N_NN एवं\CC_CCD गतिशीलता\N_NN कम\N_NN या\CC_CCD समाप्त\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX तो\RP_RPD इस\PR_PRP समस्या\N_NN को\PSP लकवा\N_NN या\CC_CCD पक्षाघात\N_NN कहते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd133	पक्षाघात\N_NN आधे\QT_QTF शरीर\N_NN ,\RD_PUNC संपूर्ण\JJ शरीर\N_NN या\CC_CCD केवल\RB चेहरे\N_NN तक\PSP होता\V_VM है\V_VAUX ।\RD_PUNC
hhd134	इस\PR_PRP समस्या\N_NN का\PSP प्रमुख\JJ कारण\N_NN उच्च\JJ रक्तचाप\N_NN का\PSP अधिक\RP_INTF बढ़ना\V_VM ,\RD_PUNC मस्तिष्क\N_NN में\PSP रक्त\N_NN का\PSP थक्का\N_NN बनना\V_VM अत्यंत\JJ हर्ष\N_NN या\CC_CCD विषाद\N_NN की\PSP स्थिति\N_NN आदि\N_NN है\V_VAUX ।\RD_PUNC
hhd135	यौगिक\N_NN अभ्यास\N_NN से\PSP इस\PR_PRP रोग\N_NN पर\PSP निश्‍चित\N_NN ही\RP_RPD विजय\N_NN प्राप्त\N_NN की\PSP जा\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd136	हालांकि\CC_CCS योग\N_NN पक्षाघात\N_NN की\PSP समस्या\N_NN का\PSP स्थायी\JJ समाधान\N_NN करता\V_VAUX है\V_VAUX ,\RD_PUNC लेकिन\CC_CCS यह\DM_DMD समय\N_NN लेता\V_VM है\V_VAUX एवं\CC_CCD श्रमसाध्य\N_NN है\V_VAUX ।\RD_PUNC
hhd137	इसलिए\RB शुरू\N_NN में\PSP औषधियों\N_NN का\PSP सेवन\N_NN किया\V_VM जाए\V_VAUX और\CC_CCD साथ\N_NN में\PSP योग\N_NN का\PSP अभ्यास\N_NN किया\V_VM जाए\V_VAUX ।\RD_PUNC
hhd138	यहाँ\DM_DMD पर\PSP पक्षाघात\N_NN हेतु\N_NN प्रमुख\JJ यौगिक\N_NN निदान\N_NN प्रस्तुत\N_NN हैं\V_VAUX ।\RD_PUNC
hhd139	प्रारंभ\N_NN सूक्ष्म\JJ व्यायाम\N_NN से\PSP करो\V_VM ।\RD_PUNC
hhd140	इसका\PR_PRP अभ्यास\N_NN लेट\N_NN कर\N_NN ही\RP_RPD किया\V_VM जा\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd141	उसके\PR_PRP बाद\N_NST जैसे-जैसे\CCS स्थिति\N_NN सुधरती\V_VM जाए\V_VAUX ,\RD_PUNC अभ्यास\N_NN में\PSP पवनमुक्तासन\N_NN ,\RD_PUNC वज्रासन\N_NN ,\RD_PUNC शशांकासन\N_NN ,\RD_PUNC मकरासन\N_NN आदि\N_NN जोड़\V_VM लें\V_VAUX ।\RD_PUNC
hhd142	ओनिकोमाइसिस\N_NN क्या\PR_PRQ हैं\V_VAUX ?\RD_PUNC
hhd143	जब\PR_PRL स्थिति\N_NN और\CC_CCD सुधर\V_VM जाए\V_VAUX तो\RP_RPD अभ्यास\N_NN में\PSP जानुशिरासन\N_NN ,\RP_PUNC सुप्तवज्रासन\N_NN ,\RD_PUNC त्रिकोणासन\N_NN ,\RD_PUNC उत्तानपादासन\N_NN ,\RD_PUNC गोमुखासन\N_NN तथा\CC_CCD अर्धमत्स्येंद्रासन\N_NN आदि\N_NN को\PSP जोड़\V_VM लें\V_VAUX ।\RD_PUNC
hhd144	यहाँ\DM_DMD पर\PSP जानुशिरासन\N_NN के\PSP अभ्यास\N_NN की\PSP विधि\N_NN प्रस्तुत\N_NN है\N_NN -\RD_PUNC दोनों\QT_QTC पैरों\N_NN को\PSP सामने\RB की\PSP ओर\N_NN फैलाकर\V_VM बैठ\V_VM जाएँ\V_VAUX ।\RD_PUNC
hhd145	दाएँ\JJ पैर\N_NN को\PSP घुटने\N_NN से\PSP मोड़कर\V_VM इसके\PR_PRP तलवे\N_NN का\PSP बाएँ\JJ पैर\N_NN की\PSP जंघा\N_NN से\PSP सटा\V_VM दें\V_VM तथा\CC_CCD एड़ी\N_NN जननेंद्रिय\N_NN के\PSP नीचे\V_VM रखें\V_VAUX ।\RD_PUNC
hhd146	दोनों\QT_QTO हाथों\N_NN को\PSP बाएँ\JJ पैर\N_NN के\PSP पंजे\N_NN के\PSP पास\N_NST ले\V_VM जाते\V_VAUX हुए\V_VAUX आगे\N_NST की\PSP ओर\N_NN इतना\QT_QTF झुकें\V_VM कि\CC_CCS सिर\N_NN जमीन\N_NN को\PSP स्पर्श\N_NN करे\V_VAUX ।\RD_PUNC
hhd147	इस\PR_PRP स्थिति\N_NN में\PSP आरामदायक\JJ अवधि\N_NN तक\PSP रखकर\V_VM वापस\CC_CCS पूर्व\N_NST स्थिति\N_NN में\PSP आएँ\V_VM ।\RD_PUNC
hhd148	यही\DM_DMD क्रिया\N_NN दूसरी\QT_QTO तरफ\N_NN भी\RP_RPD करें\V_VM ।\RD_PUNC
hhd149	साइटिका\N_NN एवं\CC_CCD स्लिप\N_NN डिस्क\N_NN के\PSP रोगी\N_NN इसका\PR_PRP अभ्यास\N_NN न\RP_NEG करें\V_VAUX ।\RD_PUNC
hhd150	मस्तिष्क\N_NN तथा\CC_CCD केन्द्रीय\N_NN तांत्रिक\N_NN तंत्र\N_NN को\PSP क्रियाशीलता\N_NN एवं\CC_CCD तंत्रिका\N_NN तंत्र\N_NN को\PSP क्रियाशील\N_NN एवं\CC_CCD संतुलित\JJ करने\V_VM के\PSP लिए\PSP नाड़ीशोधन\N_NN तथा\CC_CCD उज्जायी\N_NN प्राणायाम\N_NN रामबाण\N_NN की\PSP भूमिका\N_NN निभाते\N_NN हैं\V_VAUX ।\RD_PUNC
hhd151	बिनाRP_NEG\ कंभुक\N_NN के\PSP इनका\PR_PRP अभ्यास\N_NN योग्य\JJ मार्गदर्शन\N_NN में\PSP अपनी\PR_PRF क्षमतानुसार\N_NN करें\V_VM ।\RD_PUNC
hhd152	योगनिद्रा\N_NN -\RD_PUNC इस\PR_PRP समस्या\N_NN का\PSP मूल\JJ कारण\N_NN मानसिक\N_NN तनाव\N_NN तथा\CC_CCD भावनात्मक\JJ असंतुलन\N_NN है\V_VAUX ।\RD_PUNC
hhd153	मन\N_NN को\PSP सारी\QT_QTF चिंता\N_NN ,\RD_PUNC दुख\N_NN ,\RD_PUNC कष्ट\N_NN तथा\CC_CCD शोक\N_NN एवं\CC_CCD भय\N_NN से\PSP मुक्त\N_NN करने\V_VM के\PSP लिए\PSP ध्यान\N_NN सर्वश्रेष्ठ\JJ तकनीक\N_NN है\V_VAUX ।\RD_PUNC
hhd154	प्रतिदिन\RB दस\QT_QTC से\PSP बीस\QT_QTC मिनट\N_NN तक\PSP इसका\PR_PRP अभ्यास\N_NN अवश्य\N_NN करें\V_VM ।\RD_PUNC
hhd155	सादा\JJ ,\RD_PUNC सुपाच्य\JJ ,\RD_PUNC पौष्टिक\JJ आहार\N_NN खाएँ\V_VM ,\RD_PUNC चोकरयुक्त\JJ आटे\N_NN की\PSP रोटी\N_NN ,\RD_PUNC पुराना\JJ चावल\N_NN ,\RD_PUNC दलिया\N_NN ,\RD_PUNC मूंग\N_NN की\PSP दाल\N_NN खाएँ\V_VM फल\N_NN तथा\CC_CCD हरी\JJ सब्जियों\N_NN का\PSP सेवन\N_NN करें\V_VAUX ।\RD_PUNC
hhd156	भारी\JJ ,\RD_PUNC गरिष्ठ\JJ ,\RD_PUNC चाय\N_NN ,\RD_PUNC काफी\QT_QTF ,\RD_PUNC तंबाकू\N_NN ,\RD_PUNC नशीले\JJ पदार्थ\N_NN व\CC_CCD उत्तेजक\JJ पदार्थों\N_NN से\PSP परहेज\V_VM करें\V_VAUX ।\RD_PUNC
hhd157	खट्टी\JJ चीजों\N_NN के\PSP सेवन\N_NN से\PSP बचें\V_VM ।\RD_PUNC
hhd158	नाक\N_NN के\PSP नथुनों\N_NN में\PSP रोज\N_NN सुबह-शाम\N_NST अखरोट\N_NN का\PSP तेल\N_NN लगाएँ\V_VM ।\RD_PUNC
hhd159	स्नान\N_NN के\PSP बाद\N_NST रोएँदार\JJ तौलिये\N_NN से\PSP शरीर\N_NN को\PSP ऊपर\N_NST से\PSP नीचे\N_NST की\PSP ओर\N_NN रगडें\V_VM ।\RD_PUNC
hhd160	नहाने\V_VM के\PSP लिए\PSP गर्म\JJ जल\N_NN का\PSP प्रयोग\N_NN करें\V_VM ।\RD_PUNC
hhd161	रोजमर्रा\N_NN की\PSP जिंदगी\N_NN में\PSP तकनीक\N_NN के\PSP बढ़ते\JJ दखल\N_NN ने\PSP हमें\PR_PRP बेहद\RP_INTF आरामतलब\N_NN बना\V_VM दिया\V_VAUX है\V_VAUX ।\RD_PUNC
hhd162	मोबाइल\N_NN फोन\N_NN ,\RD_PUNC इंटरनेट\N_NN से\PSP जिंदगी\N_NN आसान\JJ तो\RP_RPD हुई\V_VM है\V_VAUX लेकिन\CC_CCS इसके\PR_PRP नुकसान\JJ भी\RP_RPD हैं\V_VAUX ।\RD_PUNC
hhd163	कोई\DM_DMI सूचना\N_NN या\CC_CCD रहस्य\N_NN यदि\CC_CCS एक\QT_QTC क्लिक\N_NN की\PSP दूरी\N_NN पर\PSP हो\V_VM ,\RD_PUNC तो\RP_RPD कोई\DM_DMQ क्यों\PR_PRQ अपने\PR_PRF दिमाग\N_NN को\PSP कष्ट\N_NN देना\V_VM चाहेगा\V_VAUX ।\RD_PUNC
hhd164	लेकिन\CC_CCS आगे\N_NST चलकर\V_VM ये\PR_PRP आदतें\N_NN विशेष\JJ रूप\N_NN से\PSP मस्तिष्क\N_NN की\PSP याद\N_NN रखने\V_VM की\PSP क्षमता\N_NN पर\PSP घातक\JJ असर\N_NN डाल\V_VM सकती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd165	दिमाग\N_NN का\PSP जितना\PR_PRL ज्यादा\QT_QTF इस्तेमाल\N_NN करेंगे\V_VM वह\PR_PRL उतना\PR_PRP ही\RP_RPD तेज\JJ और\CC_CCD सक्षम\JJ बनेगा\V_VM ।\RD_PUNC
hhd166	ब्रेन\N_NN एक्सरसाइज\N_NN इसी\PR_PRP फंडे\N_NN पर\PSP काम\N_NN करती\V_VM है\V_VAUX ।\RD_PUNC
hhd167	रोज\N_NN का\PSP सामान्य\JJ काम\N_NN जरा\QT_QTF सा\RP_RPD हटके\V_VM किया\V_VAUX जाए\V_VAUX तो\RP_RPD आपके\PR_PRP दिमाग\N_NN का\PSP हर\QT_QTF वह\PR_PRP हिस्सा\N_NN सक्रिय\N_NN होने\V_VM लगेगा\V_VAUX जिसका\PR_PRL पहले\N_NST इस्तेमाल\N_NN ही\RP_RPD नहीं\RP_NEG किया\V_VM जा\V_VAUX रहा\V_VAUX था\V_VAUX ।\RD_PUNC
hhd168	आँखें\N_NN बंद\N_NN करके\V_VM कपड़े\N_NN बदलना\V_VM ,\RD_PUNC कोई\DM_DMQ नया\JJ विषय\N_NN या\CC_CCD नया\JJ खेल\N_NN सीखना\V_VM ।\RD_PUNC
hhd169	बिजली\N_NN का\PSP स्विच\N_NN आन\N_NN करने\V_VM जैसे\PSP काम\N_NN के\PSP लिए\PSP सीधे\JJ हाथ\N_NN के\PSP बजाय\RB उलटे\JJ हाथ\N_NN का\PSP प्रयोग\N_NN करना\V_VM जैसे\PSP तरीके\N_NN अपनाकर\V_VM दिमाग\N_NN की\PSP बंद\JJ खिड़कियों\N_NN को\PSP खोल\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd170	कोई\DM_DMQ बात\N_NN तभी\RB लंबे\RB समय\N_NN तक\PSP याद\N_NN रहती\V_VM है\V_VAUX जब\PR_PRL उस\PR_PRP पर\PSP ध्यान\N_NN दिया\V_VM जाए\V_VAUX ।\RD_PUNC
hhd171	जो\RP_RPD भी\RP_RPD याद\N_NN रखना\V_VM है\V_VAUX उसे\PR_PRP गौर\RB से\PSP पढ़ें\V_VM और\CC_CCD आगे\N_NST बढ़ने\V_VM से\PSP पहले\N_NST आठ\QT_QTC सेकेंड\N_NN तक\PSP ध्यान\N_NN केन्द्रित\N_NN करें\V_VM ।\RD_PUNC
hhd172	फिर\CC_CS भी\RP_RPD चीज\N_NN कैसे\DM_DMQ याद\N_NN नहीं\RP_NEG रहती\V_VAUX ।\RD_PUNC
hhd173	कोई\PR_PRI भी\RP_RPD चीज\N_NN याद\N_NN रखने\V_VM या\CC_CCD सीखने\V_VM का\PSP हर\QT_QTF किसी\PR_PRQ का\PSP अपना\PR_PRF तरीका\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd174	कुछ\QT_QTF लोग\N_NN बेहतर\JJ विजुअल\N_NN लर्नर\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd175	यह\DM_DMD वे\PR_PRP लोग\N_NN होते\V_VM हैं\V_VAUX जो\PR_PRL किसी\DM_DMQ चीज\N_NN को\PSP देखकर\V_VM या\CC_CCD पढ़कर\V_VM सीखते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd176	वहीं\DM_DMD कुछ\QT_QTF लोग\N_NN बेहतर\JJ आडियो\JJ लर्नर\N_NN होते\V_VM हैं\V_VAUX जो\PR_PRL सुनकर\V_VM सीखते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd177	आपके\PR_PRP लिए\PSP कौन\PR_PRQ सा\PSP तरीका\N_NN सुविधाजनक\N_NN है\V_VAUX ।\RD_PUNC
hhd178	इसे\PR_PRP पहचाने\V_VM और\CC_CCD याद\N_NN रखने\V_VM के\PSP लिए\PSP उसी\PR_PRP का\PSP इस्तेमाल\N_NN करें\V_VM ।\V_VAUX
hhd179	चाहे\CC_CCS आप\PR_PRP विजुअल\JJ लर्नर\N_NN ही\RP_RPD क्यों\PR_PRQ न\RP_NEG हो\RP_RPD याद\N_NN रखने\V_VM के\PSP लिए\PSP बोल\V_VM कर\V_VM पढ़ें\V_VM ।\RD_PUNC
hhd180	कविता\N_NN की\PSP तरह\N_NN याद\N_NN करने\V_VM की\PSP कोशिश\N_NN करेंगे\V_VM तो\RP_RPD और\CC_CCD भी\RP_RPD अच्छा\JJ होगा\V_VAUX ।\RD_PUNC
hhd181	जानकारी\N_NN को\PSP किसी\PR_PRQ रंग\N_NN ,\RD_PUNC सुगंध\JJ ,\RD_PUNC स्वाद\JJ से\PSP जोड़कर\N_NN याद\N_NN रखने\V_VM की\PSP आदत\N_NN डालें\V_VM ।\RD_PUNC
